TimeStamp,GHI (W/m^2),DHI (W/m^2),Dry-bulb (C),Wspd (m/s)
2017-01-01 01:00:00,0,0,-2,1
2017-01-01 02:00:00,0,0,-2,0
2017-01-01 03:00:00,0,0,-1,1
2017-01-01 04:00:00,0,0,-1,0
2017-01-01 05:00:00,0,0,0,1
2017-01-01 06:00:00,0,0,0,0
2017-01-01 07:00:00,0,0,0,0
2017-01-01 08:00:00,56.09313473,26,0,0
2017-01-01 09:00:00,231.2458609,56,1,0
2017-01-01 10:00:00,381.7212893,89,3,0
2017-01-01 11:00:00,503.5050258,103,4,2
2017-01-01 12:00:00,570.6862219,98,5,2
2017-01-01 13:00:00,481.3192472,192,6,2
2017-01-01 14:00:00,373.2046997,177,5,2
2017-01-01 15:00:00,287.9604494,132,6,2
2017-01-01 16:00:00,159.0541198,89,4,2
2017-01-01 17:00:00,42.09220569,28,4,2
2017-01-01 18:00:00,0,0,2,1
2017-01-01 19:00:00,0,0,2,0
2017-01-01 20:00:00,0,0,2,0
2017-01-01 21:00:00,0,0,1,1
2017-01-01 22:00:00,0,0,1,0
2017-01-01 23:00:00,0,0,2,0
2017-01-02 00:00:00,0,0,2,0
2017-01-02 01:00:00,0,0,2,2
2017-01-02 02:00:00,0,0,2,1
2017-01-02 03:00:00,0,0,2,0
2017-01-02 04:00:00,0,0,1,0
2017-01-02 05:00:00,0,0,2,0
2017-01-02 06:00:00,0,0,2,0
2017-01-02 07:00:00,0,0,2,0
2017-01-02 08:00:00,32.22715152,29,1,0
2017-01-02 09:00:00,86.28568339,80,2,2
2017-01-02 10:00:00,108.1171064,102,3,2
2017-01-02 11:00:00,89.4046176,86,3,4
2017-01-02 12:00:00,96.68183213,93,3,3
2017-01-02 13:00:00,99.80069851,96,2,4
2017-01-02 14:00:00,88.36528829,85,0,3
2017-01-02 15:00:00,66.53392929,64,0,2
2017-01-02 16:00:00,81.0883058,67,0,2
2017-01-02 17:00:00,46.9896805,33,0,3
2017-01-02 18:00:00,0,0,-1,3
2017-01-02 19:00:00,0,0,-1,3
2017-01-02 20:00:00,0,0,-1,2
2017-01-02 21:00:00,0,0,-1,2
2017-01-02 22:00:00,0,0,-1,2
2017-01-02 23:00:00,0,0,0,1
2017-01-03 00:00:00,0,0,0,0
2017-01-03 01:00:00,0,0,-1,0
2017-01-03 02:00:00,0,0,-1,0
2017-01-03 03:00:00,0,0,-1,0
2017-01-03 04:00:00,0,0,-1,0
2017-01-03 05:00:00,0,0,-1,0
2017-01-03 06:00:00,0,0,-1,0
2017-01-03 07:00:00,0,0,-1,0
2017-01-03 08:00:00,59.12182468,30,0,0
2017-01-03 09:00:00,193.3676638,72,0,0
2017-01-03 10:00:00,294.2102321,144,1,0
2017-01-03 11:00:00,388.8153219,198,1,0
2017-01-03 12:00:00,418.96452,217,1,0
2017-01-03 13:00:00,412.7272453,230,2,0
2017-01-03 14:00:00,346.1922153,233,2,0
2017-01-03 15:00:00,280.6966703,137,2,2
2017-01-03 16:00:00,164.2596967,82,2,2
2017-01-03 17:00:00,23.91124552,23,2,2
2017-01-03 18:00:00,0,0,2,2
2017-01-03 19:00:00,0,0,2,1
2017-01-03 20:00:00,0,0,1,0
2017-01-03 21:00:00,0,0,0,0
2017-01-03 22:00:00,0,0,-1,1
2017-01-03 23:00:00,0,0,-1,0
2017-01-04 00:00:00,0,0,-2,2
2017-01-04 01:00:00,0,0,-3,2
2017-01-04 02:00:00,0,0,-3,2
2017-01-04 03:00:00,0,0,-4,2
2017-01-04 04:00:00,0,0,-4,2
2017-01-04 05:00:00,0,0,-4,2
2017-01-04 06:00:00,0,0,-4,2
2017-01-04 07:00:00,0,0,-4,2
2017-01-04 08:00:00,29.10978021,27,-3,1
2017-01-04 09:00:00,73.81415995,71,0,0
2017-01-04 10:00:00,111.2411702,107,1,0
2017-01-04 11:00:00,113.3205588,109,2,0
2017-01-04 12:00:00,123.7170653,119,4,1
2017-01-04 13:00:00,136.1928734,131,4,2
2017-01-04 14:00:00,148.6687069,143,6,0
2017-01-04 15:00:00,156.9859962,146,7,2
2017-01-04 16:00:00,128.9157831,96,6,2
2017-01-04 17:00:00,40.54613416,26,3,2
2017-01-04 18:00:00,0,0,2,2
2017-01-04 19:00:00,0,0,0,2
2017-01-04 20:00:00,0,0,0,2
2017-01-04 21:00:00,0,0,0,2
2017-01-04 22:00:00,0,0,-1,2
2017-01-04 23:00:00,0,0,-1,2
2017-01-05 00:00:00,0,0,-2,2
2017-01-05 01:00:00,0,0,-2,2
2017-01-05 02:00:00,0,0,-3,2
2017-01-05 03:00:00,0,0,-3,1
2017-01-05 04:00:00,0,0,-3,0
2017-01-05 05:00:00,0,0,-3,0
2017-01-05 06:00:00,0,0,-3,2
2017-01-05 07:00:00,0,0,-3,1
2017-01-05 08:00:00,44.70539524,31,-1,0
2017-01-05 09:00:00,146.5922601,109,1,0
2017-01-05 10:00:00,291.1054957,162,3,0
2017-01-05 11:00:00,329.5733456,198,3,1
2017-01-05 12:00:00,325.4150253,243,4,0
2017-01-05 13:00:00,251.5990958,195,5,0
2017-01-05 14:00:00,286.9480239,209,6,0
2017-01-05 15:00:00,192.3385471,163,8,1
2017-01-05 16:00:00,160.1090093,95,8,2
2017-01-05 17:00:00,44.70580837,31,5,0
2017-01-05 18:00:00,0,0,2,2
2017-01-05 19:00:00,0,0,1,2
2017-01-05 20:00:00,0,0,1,2
2017-01-05 21:00:00,0,0,1,1
2017-01-05 22:00:00,0,0,0,1
2017-01-05 23:00:00,0,0,-1,2
2017-01-06 00:00:00,0,0,-1,2
2017-01-06 01:00:00,0,0,-2,1
2017-01-06 02:00:00,0,0,-2,0
2017-01-06 03:00:00,0,0,-2,1
2017-01-06 04:00:00,0,0,-2,0
2017-01-06 05:00:00,0,0,-1,0
2017-01-06 06:00:00,0,0,-2,0
2017-01-06 07:00:00,0,0,-2,0
2017-01-06 08:00:00,10.39686098,10,0,1
2017-01-06 09:00:00,131.0005845,85,2,0
2017-01-06 10:00:00,281.7555186,162,4,0
2017-01-06 11:00:00,374.2881635,201,6,1
2017-01-06 12:00:00,546.0470061,116,9,1
2017-01-06 13:00:00,543.4755411,98,11,2
2017-01-06 14:00:00,502.5938036,127,11,0
2017-01-06 15:00:00,217.2959791,133,11,1
2017-01-06 16:00:00,96.6916132,79,10,1
2017-01-06 17:00:00,54.91273591,32,8,2
2017-01-06 18:00:00,0,0,6,0
2017-01-06 19:00:00,0,0,4,2
2017-01-06 20:00:00,0,0,4,2
2017-01-06 21:00:00,0,0,4,2
2017-01-06 22:00:00,0,0,4,1
2017-01-06 23:00:00,0,0,4,1
2017-01-07 00:00:00,0,0,4,2
2017-01-07 01:00:00,0,0,4,1
2017-01-07 02:00:00,0,0,4,3
2017-01-07 03:00:00,0,0,5,3
2017-01-07 04:00:00,0,0,4,0
2017-01-07 05:00:00,0,0,2,2
2017-01-07 06:00:00,0,0,2,1
2017-01-07 07:00:00,0,0,2,0
2017-01-07 08:00:00,29.11194243,25,3,1
2017-01-07 09:00:00,100.8521927,81,7,0
2017-01-07 10:00:00,79.01829628,76,9,0
2017-01-07 11:00:00,112.2892765,108,9,1
2017-01-07 12:00:00,125.8057113,121,10,0
2017-01-07 13:00:00,401.3310408,197,12,1
2017-01-07 14:00:00,306.7170527,221,12,0
2017-01-07 15:00:00,225.6192235,167,13,0
2017-01-07 16:00:00,165.3156431,94,12,0
2017-01-07 17:00:00,54.65419317,31,11,1
2017-01-07 18:00:00,0,0,8,4
2017-01-07 19:00:00,0,0,8,4
2017-01-07 20:00:00,0,0,6,1
2017-01-07 21:00:00,0,0,6,0
2017-01-07 22:00:00,0,0,4,0
2017-01-07 23:00:00,0,0,3,1
2017-01-08 00:00:00,0,0,2,0
2017-01-08 01:00:00,0,0,1,0
2017-01-08 02:00:00,0,0,2,0
2017-01-08 03:00:00,0,0,0,0
2017-01-08 04:00:00,0,0,-1,1
2017-01-08 05:00:00,0,0,0,1
2017-01-08 06:00:00,0,0,1,2
2017-01-08 07:00:00,0,0,0,0
2017-01-08 08:00:00,61.032665,32,2,0
2017-01-08 09:00:00,227.5670624,57,6,0
2017-01-08 10:00:00,397.1546582,68,11,0
2017-01-08 11:00:00,496.5640259,139,13,3
2017-01-08 12:00:00,374.3075514,225,14,5
2017-01-08 13:00:00,487.6400832,209,14,6
2017-01-08 14:00:00,509.4272724,82,15,7
2017-01-08 15:00:00,391.666127,62,14,11
2017-01-08 16:00:00,230.9191576,54,12,9
2017-01-08 17:00:00,61.59391788,31,10,7
2017-01-08 18:00:00,0,0,9,6
2017-01-08 19:00:00,0,0,9,11
2017-01-08 20:00:00,0,0,8,12
2017-01-08 21:00:00,0,0,8,10
2017-01-08 22:00:00,0,0,7,10
2017-01-08 23:00:00,0,0,8,10
2017-01-09 00:00:00,0,0,8,11
2017-01-09 01:00:00,0,0,8,11
2017-01-09 02:00:00,0,0,7,12
2017-01-09 03:00:00,0,0,7,12
2017-01-09 04:00:00,0,0,7,11
2017-01-09 05:00:00,0,0,7,11
2017-01-09 06:00:00,0,0,7,13
2017-01-09 07:00:00,0,0,6,12
2017-01-09 08:00:00,55.10757835,30,7,10
2017-01-09 09:00:00,232.5230393,64,8,8
2017-01-09 10:00:00,391.8253279,73,10,6
2017-01-09 11:00:00,508.9413443,79,11,5
2017-01-09 12:00:00,569.8444342,76,12,7
2017-01-09 13:00:00,561.1549655,130,13,13
2017-01-09 14:00:00,517.2867731,83,12,12
2017-01-09 15:00:00,400.3655989,67,11,12
2017-01-09 16:00:00,239.5928791,61,8,11
2017-01-09 17:00:00,64.46609999,33,7,8
2017-01-09 18:00:00,0,0,6,8
2017-01-09 19:00:00,0,0,5,7
2017-01-09 20:00:00,0,0,4,9
2017-01-09 21:00:00,0,0,2,9
2017-01-09 22:00:00,0,0,2,3
2017-01-09 23:00:00,0,0,2,5
2017-01-10 00:00:00,0,0,2,8
2017-01-10 01:00:00,0,0,1,8
2017-01-10 02:00:00,0,0,1,4
2017-01-10 03:00:00,0,0,1,3
2017-01-10 04:00:00,0,0,0,3
2017-01-10 05:00:00,0,0,-1,2
2017-01-10 06:00:00,0,0,-2,2
2017-01-10 07:00:00,0,0,-2,2
2017-01-10 08:00:00,60.79668959,29,-1,1
2017-01-10 09:00:00,231.9020619,55,2,0
2017-01-10 10:00:00,400.1147817,71,5,3
2017-01-10 11:00:00,522.940763,80,7,5
2017-01-10 12:00:00,589.5523637,82,8,6
2017-01-10 13:00:00,589.7689715,81,9,5
2017-01-10 14:00:00,527.567993,79,10,6
2017-01-10 15:00:00,406.687728,71,10,6
2017-01-10 16:00:00,241.9115467,60,8,6
2017-01-10 17:00:00,65.16286574,31,6,3
2017-01-10 18:00:00,0,0,3,2
2017-01-10 19:00:00,0,0,2,2
2017-01-10 20:00:00,0,0,1,1
2017-01-10 21:00:00,0,0,0,3
2017-01-10 22:00:00,0,0,0,2
2017-01-10 23:00:00,0,0,-1,2
2017-01-11 00:00:00,0,0,-1,2
2017-01-11 01:00:00,0,0,0,2
2017-01-11 02:00:00,0,0,0,2
2017-01-11 03:00:00,0,0,-1,2
2017-01-11 04:00:00,0,0,-1,2
2017-01-11 05:00:00,0,0,-1,2
2017-01-11 06:00:00,0,0,-1,1
2017-01-11 07:00:00,0,0,0,0
2017-01-11 08:00:00,24.95569176,24,0,0
2017-01-11 09:00:00,81.10608853,77,2,0
2017-01-11 10:00:00,140.3760789,129,3,1
2017-01-11 11:00:00,203.8054973,188,5,0
2017-01-11 12:00:00,246.4385547,222,7,0
2017-01-11 13:00:00,233.9609143,218,7,2
2017-01-11 14:00:00,200.6866973,179,8,3
2017-01-11 15:00:00,215.244522,174,8,2
2017-01-11 16:00:00,150.7753168,111,7,1
2017-01-11 17:00:00,35.35425174,31,6,0
2017-01-11 18:00:00,0,0,6,0
2017-01-11 19:00:00,0,0,5,2
2017-01-11 20:00:00,0,0,5,2
2017-01-11 21:00:00,0,0,4,2
2017-01-11 22:00:00,0,0,3,1
2017-01-11 23:00:00,0,0,3,0
2017-01-12 00:00:00,0,0,2,2
2017-01-12 01:00:00,0,0,0,2
2017-01-12 02:00:00,0,0,-1,2
2017-01-12 03:00:00,0,0,-1,2
2017-01-12 04:00:00,0,0,-2,1
2017-01-12 05:00:00,0,0,-2,0
2017-01-12 06:00:00,0,0,-2,2
2017-01-12 07:00:00,0,0,-2,1
2017-01-12 08:00:00,62.59887735,32,0,0
2017-01-12 09:00:00,239.5237595,61,3,2
2017-01-12 10:00:00,404.7619212,71,6,6
2017-01-12 11:00:00,527.8320604,77,8,1
2017-01-12 12:00:00,594.6632179,83,9,3
2017-01-12 13:00:00,595.8525205,82,11,2
2017-01-12 14:00:00,533.7994124,78,11,2
2017-01-12 15:00:00,413.7989622,73,11,3
2017-01-12 16:00:00,249.770655,61,11,2
2017-01-12 17:00:00,71.17515103,35,9,0
2017-01-12 18:00:00,0,0,7,1
2017-01-12 19:00:00,0,0,2,2
2017-01-12 20:00:00,0,0,1,2
2017-01-12 21:00:00,0,0,1,1
2017-01-12 22:00:00,0,0,0,0
2017-01-12 23:00:00,0,0,0,2
2017-01-13 00:00:00,0,0,-1,1
2017-01-13 01:00:00,0,0,-1,0
2017-01-13 02:00:00,0,0,-1,0
2017-01-13 03:00:00,0,0,-2,0
2017-01-13 04:00:00,0,0,-3,1
2017-01-13 05:00:00,0,0,-3,0
2017-01-13 06:00:00,0,0,-3,1
2017-01-13 07:00:00,0,0,-2,0
2017-01-13 08:00:00,63.22450539,33,0,0
2017-01-13 09:00:00,240.5677607,61,3,0
2017-01-13 10:00:00,397.9409442,83,6,1
2017-01-13 11:00:00,525.9218704,84,9,0
2017-01-13 12:00:00,590.4415108,92,11,0
2017-01-13 13:00:00,590.1390173,112,13,1
2017-01-13 14:00:00,536.9480375,78,14,0
2017-01-13 15:00:00,412.9663555,69,16,1
2017-01-13 16:00:00,245.7339181,54,15,0
2017-01-13 17:00:00,65.512909,35,12,1
2017-01-13 18:00:00,0,0,11,1
2017-01-13 19:00:00,0,0,10,2
2017-01-13 20:00:00,0,0,8,2
2017-01-13 21:00:00,0,0,8,2
2017-01-13 22:00:00,0,0,7,2
2017-01-13 23:00:00,0,0,6,0
2017-01-14 00:00:00,0,0,5,1
2017-01-14 01:00:00,0,0,2,0
2017-01-14 02:00:00,0,0,1,1
2017-01-14 03:00:00,0,0,1,1
2017-01-14 04:00:00,0,0,0,2
2017-01-14 05:00:00,0,0,0,0
2017-01-14 06:00:00,0,0,-1,0
2017-01-14 07:00:00,0,0,-1,2
2017-01-14 08:00:00,58.87864254,25,1,1
2017-01-14 09:00:00,238.4553784,61,5,0
2017-01-14 10:00:00,407.9398228,72,10,1
2017-01-14 11:00:00,531.2327051,77,13,3
2017-01-14 12:00:00,599.8617835,82,15,4
2017-01-14 13:00:00,594.0461753,97,17,4
2017-01-14 14:00:00,525.7198086,101,18,6
2017-01-14 15:00:00,410.5555656,69,18,5
2017-01-14 16:00:00,253.6960593,60,16,4
2017-01-14 17:00:00,74.03163381,34,13,2
2017-01-14 18:00:00,0,1,8,2
2017-01-14 19:00:00,0,0,6,3
2017-01-14 20:00:00,0,0,6,2
2017-01-14 21:00:00,0,0,5,0
2017-01-14 22:00:00,0,0,4,1
2017-01-14 23:00:00,0,0,3,0
2017-01-15 00:00:00,0,0,2,2
2017-01-15 01:00:00,0,0,2,2
2017-01-15 02:00:00,0,0,2,1
2017-01-15 03:00:00,0,0,2,0
2017-01-15 04:00:00,0,0,2,0
2017-01-15 05:00:00,0,0,2,0
2017-01-15 06:00:00,0,0,0,0
2017-01-15 07:00:00,0,0,0,2
2017-01-15 08:00:00,64.89190393,33,3,1
2017-01-15 09:00:00,242.764153,61,7,0
2017-01-15 10:00:00,409.1615169,70,11,1
2017-01-15 11:00:00,533.3657827,77,14,0
2017-01-15 12:00:00,594.1052594,106,17,2
2017-01-15 13:00:00,561.5678185,119,18,2
2017-01-15 14:00:00,528.1119481,88,19,3
2017-01-15 15:00:00,420.1657021,72,19,2
2017-01-15 16:00:00,256.9021795,59,19,1
2017-01-15 17:00:00,82.25966945,43,17,0
2017-01-15 18:00:00,0,0,11,3
2017-01-15 19:00:00,0,0,8,3
2017-01-15 20:00:00,0,0,6,3
2017-01-15 21:00:00,0,0,6,2
2017-01-15 22:00:00,0,0,6,1
2017-01-15 23:00:00,0,0,4,0
2017-01-16 00:00:00,0,0,4,2
2017-01-16 01:00:00,0,0,2,2
2017-01-16 02:00:00,0,0,3,0
2017-01-16 03:00:00,0,0,2,1
2017-01-16 04:00:00,0,0,1,2
2017-01-16 05:00:00,0,0,1,1
2017-01-16 06:00:00,0,0,2,1
2017-01-16 07:00:00,0,0,1,2
2017-01-16 08:00:00,56.15803454,28,3,1
2017-01-16 09:00:00,224.6324031,79,8,0
2017-01-16 10:00:00,392.8055776,124,11,0
2017-01-16 11:00:00,501.2642305,151,12,0
2017-01-16 12:00:00,522.0641926,202,15,0
2017-01-16 13:00:00,568.8634475,136,16,2
2017-01-16 14:00:00,465.9069939,149,16,1
2017-01-16 15:00:00,388.9496021,105,18,0
2017-01-16 16:00:00,221.5143402,94,16,0
2017-01-16 17:00:00,76.95332419,55,14,0
2017-01-16 18:00:00,0,0,12,2
2017-01-16 19:00:00,0,0,11,2
2017-01-16 20:00:00,0,0,9,4
2017-01-16 21:00:00,0,0,10,3
2017-01-16 22:00:00,0,0,8,0
2017-01-16 23:00:00,0,0,7,0
2017-01-17 00:00:00,0,0,5,0
2017-01-17 01:00:00,0,0,4,1
2017-01-17 02:00:00,0,0,4,1
2017-01-17 03:00:00,0,0,4,3
2017-01-17 04:00:00,0,0,4,0
2017-01-17 05:00:00,0,0,2,0
2017-01-17 06:00:00,0,0,2,0
2017-01-17 07:00:00,0,0,2,0
2017-01-17 08:00:00,66.68836331,33,5,0
2017-01-17 09:00:00,246.647477,61,9,0
2017-01-17 10:00:00,415.6918658,73,13,0
2017-01-17 11:00:00,540.9191839,79,17,0
2017-01-17 12:00:00,609.0781124,82,20,1
2017-01-17 13:00:00,613.0996341,83,22,0
2017-01-17 14:00:00,552.1403296,79,23,1
2017-01-17 15:00:00,432.2311729,73,23,5
2017-01-17 16:00:00,267.2935955,63,21,8
2017-01-17 17:00:00,84.02515197,33,18,9
2017-01-17 18:00:00,0,0,16,8
2017-01-17 19:00:00,0,0,16,6
2017-01-17 20:00:00,0,0,15,4
2017-01-17 21:00:00,0,0,12,1
2017-01-17 22:00:00,0,0,11,1
2017-01-17 23:00:00,0,0,8,3
2017-01-18 00:00:00,0,0,6,2
2017-01-18 01:00:00,0,0,5,0
2017-01-18 02:00:00,0,0,6,0
2017-01-18 03:00:00,0,0,4,0
2017-01-18 04:00:00,0,0,3,1
2017-01-18 05:00:00,0,0,3,0
2017-01-18 06:00:00,0,0,2,0
2017-01-18 07:00:00,0,0,3,1
2017-01-18 08:00:00,66.12786621,28,6,0
2017-01-18 09:00:00,248.6218104,62,9,0
2017-01-18 10:00:00,417.8006656,73,11,0
2017-01-18 11:00:00,543.9396162,80,15,0
2017-01-18 12:00:00,608.986837,87,17,0
2017-01-18 13:00:00,614.6949211,89,19,0
2017-01-18 14:00:00,556.1771447,80,21,0
2017-01-18 15:00:00,436.3077489,73,22,1
2017-01-18 16:00:00,271.3222305,64,20,0
2017-01-18 17:00:00,82.16271228,37,17,0
2017-01-18 18:00:00,0,1,12,2
2017-01-18 19:00:00,0,0,8,2
2017-01-18 20:00:00,0,0,8,1
2017-01-18 21:00:00,0,0,7,0
2017-01-18 22:00:00,0,0,6,2
2017-01-18 23:00:00,0,0,8,2
2017-01-19 00:00:00,0,0,6,2
2017-01-19 01:00:00,0,0,5,2
2017-01-19 02:00:00,0,0,4,3
2017-01-19 03:00:00,0,0,10,7
2017-01-19 04:00:00,0,0,10,5
2017-01-19 05:00:00,0,0,9,4
2017-01-19 06:00:00,0,0,11,6
2017-01-19 07:00:00,0,0,14,8
2017-01-19 08:00:00,38.48196909,31,16,8
2017-01-19 09:00:00,122.7264288,102,18,8
2017-01-19 10:00:00,153.9282503,142,18,10
2017-01-19 11:00:00,405.6222335,195,18,10
2017-01-19 12:00:00,612.9175438,107,19,11
2017-01-19 13:00:00,619.5122614,82,18,10
2017-01-19 14:00:00,559.4359082,80,18,10
2017-01-19 15:00:00,440.3630777,74,16,9
2017-01-19 16:00:00,275.3727692,63,15,6
2017-01-19 17:00:00,90.2344055,35,12,5
2017-01-19 18:00:00,0,1,10,4
2017-01-19 19:00:00,0,0,8,3
2017-01-19 20:00:00,0,0,8,0
2017-01-19 21:00:00,0,0,8,1
2017-01-19 22:00:00,0,0,7,1
2017-01-19 23:00:00,0,0,7,3
2017-01-20 00:00:00,0,0,8,4
2017-01-20 01:00:00,0,0,6,4
2017-01-20 02:00:00,0,0,5,4
2017-01-20 03:00:00,0,0,3,4
2017-01-20 04:00:00,0,0,2,4
2017-01-20 05:00:00,0,0,3,3
2017-01-20 06:00:00,0,0,2,4
2017-01-20 07:00:00,0,0,1,2
2017-01-20 08:00:00,68.27189202,32,5,2
2017-01-20 09:00:00,251.8789681,62,9,4
2017-01-20 10:00:00,422.88385,74,11,6
2017-01-20 11:00:00,545.2458637,73,13,7
2017-01-20 12:00:00,613.6915764,86,14,8
2017-01-20 13:00:00,617.9294937,99,15,8
2017-01-20 14:00:00,553.9158346,108,16,6
2017-01-20 15:00:00,444.4619667,74,16,5
2017-01-20 16:00:00,278.6235453,62,15,4
2017-01-20 17:00:00,91.74999312,33,12,2
2017-01-20 18:00:00,0,1,8,2
2017-01-20 19:00:00,0,0,3,3
2017-01-20 20:00:00,0,0,2,3
2017-01-20 21:00:00,0,0,1,3
2017-01-20 22:00:00,0,0,2,2
2017-01-20 23:00:00,0,0,1,2
2017-01-21 00:00:00,0,0,-2,1
2017-01-21 01:00:00,0,0,0,0
2017-01-21 02:00:00,0,0,0,0
2017-01-21 03:00:00,0,0,-2,1
2017-01-21 04:00:00,0,0,-2,0
2017-01-21 05:00:00,0,0,-3,1
2017-01-21 06:00:00,0,0,-3,0
2017-01-21 07:00:00,0,0,-3,2
2017-01-21 08:00:00,70.97660574,30,-1,1
2017-01-21 09:00:00,253.9402388,62,3,0
2017-01-21 10:00:00,425.0581918,73,7,0
2017-01-21 11:00:00,553.1324724,80,11,0
2017-01-21 12:00:00,623.266824,83,13,0
2017-01-21 13:00:00,628.3913932,83,16,1
2017-01-21 14:00:00,568.4195232,81,17,0
2017-01-21 15:00:00,449.3613063,74,17,0
2017-01-21 16:00:00,283.4747763,64,17,0
2017-01-21 17:00:00,95.66598596,35,13,2
2017-01-21 18:00:00,0,1,9,3
2017-01-21 19:00:00,0,0,5,4
2017-01-21 20:00:00,0,0,4,2
2017-01-21 21:00:00,0,0,4,1
2017-01-21 22:00:00,0,0,4,0
2017-01-21 23:00:00,0,0,2,0
2017-01-22 00:00:00,0,0,0,1
2017-01-22 01:00:00,0,0,0,0
2017-01-22 02:00:00,0,0,0,0
2017-01-22 03:00:00,0,0,-1,2
2017-01-22 04:00:00,0,0,-2,1
2017-01-22 05:00:00,0,0,-2,0
2017-01-22 06:00:00,0,0,-1,2
2017-01-22 07:00:00,0,0,-2,1
2017-01-22 08:00:00,72.90298852,35,2,0
2017-01-22 09:00:00,256.0232997,62,6,0
2017-01-22 10:00:00,428.0544869,73,9,0
2017-01-22 11:00:00,556.2622205,79,13,1
2017-01-22 12:00:00,626.4634668,83,15,0
2017-01-22 13:00:00,631.653006,83,17,0
2017-01-22 14:00:00,572.5226967,80,18,0
2017-01-22 15:00:00,453.4609297,75,19,1
2017-01-22 16:00:00,287.5478507,64,18,0
2017-01-22 17:00:00,99.60383836,42,15,2
2017-01-22 18:00:00,0,4,11,2
2017-01-22 19:00:00,0,0,8,3
2017-01-22 20:00:00,0,0,6,2
2017-01-22 21:00:00,0,0,4,1
2017-01-22 22:00:00,0,0,4,0
2017-01-22 23:00:00,0,0,2,0
2017-01-23 00:00:00,0,0,0,1
2017-01-23 01:00:00,0,0,0,0
2017-01-23 02:00:00,0,0,0,0
2017-01-23 03:00:00,0,0,-1,2
2017-01-23 04:00:00,0,0,-2,1
2017-01-23 05:00:00,0,0,-2,0
2017-01-23 06:00:00,0,0,-1,2
2017-01-23 07:00:00,0,0,-2,1
2017-01-23 08:00:00,67.61147808,35,2,0
2017-01-23 09:00:00,256.5278717,60,6,0
2017-01-23 10:00:00,431.0942679,73,9,0
2017-01-23 11:00:00,559.3922764,79,13,1
2017-01-23 12:00:00,629.7036615,83,15,0
2017-01-23 13:00:00,632.5577664,80,17,0
2017-01-23 14:00:00,576.6478384,81,18,0
2017-01-23 15:00:00,456.803968,73,19,1
2017-01-23 16:00:00,264.2075108,86,11,3
2017-01-23 17:00:00,93.61695245,56,10,3
2017-01-23 18:00:00,0,3,7,2
2017-01-23 19:00:00,0,0,5,2
2017-01-23 20:00:00,0,0,2,3
2017-01-23 21:00:00,0,0,0,2
2017-01-23 22:00:00,0,0,0,1
2017-01-23 23:00:00,0,0,0,1
2017-01-24 00:00:00,0,0,0,2
2017-01-24 01:00:00,0,0,-1,0
2017-01-24 02:00:00,0,0,-2,0
2017-01-24 03:00:00,0,0,-2,2
2017-01-24 04:00:00,0,0,-2,2
2017-01-24 05:00:00,0,0,-3,1
2017-01-24 06:00:00,0,0,-3,0
2017-01-24 07:00:00,0,0,-2,0
2017-01-24 08:00:00,71.24144888,32,0,1
2017-01-24 09:00:00,261.0765503,63,4,0
2017-01-24 10:00:00,434.1559378,74,8,0
2017-01-24 11:00:00,563.3444127,81,11,0
2017-01-24 12:00:00,634.5445386,84,13,1
2017-01-24 13:00:00,640.6642001,84,16,2
2017-01-24 14:00:00,578.3944891,77,17,1
2017-01-24 15:00:00,460.9258812,76,17,1
2017-01-24 16:00:00,295.716544,65,17,2
2017-01-24 17:00:00,106.7017582,40,14,1
2017-01-24 18:00:00,0,4,10,1
2017-01-24 19:00:00,0,0,6,2
2017-01-24 20:00:00,0,0,5,2
2017-01-24 21:00:00,0,0,4,2
2017-01-24 22:00:00,0,0,3,2
2017-01-24 23:00:00,0,0,3,3
2017-01-25 00:00:00,0,0,2,1
2017-01-25 01:00:00,0,0,1,1
2017-01-25 02:00:00,0,0,0,2
2017-01-25 03:00:00,0,0,0,1
2017-01-25 04:00:00,0,0,1,0
2017-01-25 05:00:00,0,0,0,0
2017-01-25 06:00:00,0,0,-2,0
2017-01-25 07:00:00,0,0,-1,0
2017-01-25 08:00:00,58.25342702,33,1,0
2017-01-25 09:00:00,255.2231525,69,4,0
2017-01-25 10:00:00,437.2394968,74,9,0
2017-01-25 11:00:00,566.5399531,80,11,0
2017-01-25 12:00:00,638.6072491,84,14,0
2017-01-25 13:00:00,631.9889016,93,16,0
2017-01-25 14:00:00,585.7426949,81,18,0
2017-01-25 15:00:00,465.891545,75,18,0
2017-01-25 16:00:00,299.8121647,65,18,1
2017-01-25 17:00:00,109.0615898,39,15,2
2017-01-25 18:00:00,0,5,10,2
2017-01-25 19:00:00,0,0,6,4
2017-01-25 20:00:00,0,0,5,3
2017-01-25 21:00:00,0,0,4,2
2017-01-25 22:00:00,0,0,3,2
2017-01-25 23:00:00,0,0,2,2
2017-01-26 00:00:00,0,0,2,2
2017-01-26 01:00:00,0,0,1,2
2017-01-26 02:00:00,0,0,0,0
2017-01-26 03:00:00,0,0,-1,1
2017-01-26 04:00:00,0,0,0,0
2017-01-26 05:00:00,0,0,0,0
2017-01-26 06:00:00,0,0,-1,2
2017-01-26 07:00:00,0,0,-2,2
2017-01-26 08:00:00,79.24709834,37,2,1
2017-01-26 09:00:00,265.4168657,61,7,0
2017-01-26 10:00:00,367.2168535,130,10,1
2017-01-26 11:00:00,505.5739943,154,15,5
